"Rep","Party","State","Vote","Bill","Vote_Question"
"Wenstrup","Republican","Ohio","Yea","H. R. 788","On Passage"
"Westerman","Republican","Arkansas","Yea","H. R. 788","On Passage"
"Wexton","Democratic","Virginia","Not Voting","H. R. 788","On Passage"
"Wild","Democratic","Pennsylvania","Nay","H. R. 788","On Passage"
"Williams (GA)","Democratic","Georgia","Nay","H. R. 788","On Passage"
"Williams (NY)","Republican","New York","Yea","H. R. 788","On Passage"
"Williams (TX)","Republican","Texas","Yea","H. R. 788","On Passage"
"Wilson (FL)","Democratic","Florida","Not Voting","H. R. 788","On Passage"
"Wilson (SC)","Republican","South Carolina","Yea","H. R. 788","On Passage"
"Wittman","Republican","Virginia","Yea","H. R. 788","On Passage"
"Womack","Republican","Arkansas","Yea","H. R. 788","On Passage"
"Yakym","Republican","Indiana","Yea","H. R. 788","On Passage"
"Zinke","Republican","Montana","Yea","H. R. 788","On Passage"
"No data found","No data found","No data found",NA,"H. R. 788","On Passage"
"Adams","Democratic","North Carolina","Nay","S. J. Res. 38","On Passage"
"Aderholt","Republican","Alabama","Yea","S. J. Res. 38","On Passage"
"Aguilar","Democratic","California","Nay","S. J. Res. 38","On Passage"
"Alford","Republican","Missouri","Yea","S. J. Res. 38","On Passage"
"Allen","Republican","Georgia","Yea","S. J. Res. 38","On Passage"
"Allred","Democratic","Texas","Nay","S. J. Res. 38","On Passage"
"Amo","Democratic","Rhode Island","Nay","S. J. Res. 38","On Passage"
"Amodei","Republican","Nevada","Yea","S. J. Res. 38","On Passage"
"Armstrong","Republican","North Dakota","Yea","S. J. Res. 38","On Passage"
"Arrington","Republican","Texas","Yea","S. J. Res. 38","On Passage"
"Auchincloss","Democratic","Massachusetts","Nay","S. J. Res. 38","On Passage"
"Babin","Republican","Texas","Yea","S. J. Res. 38","On Passage"
"Bacon","Republican","Nebraska","Yea","S. J. Res. 38","On Passage"
"Baird","Republican","Indiana","Yea","S. J. Res. 38","On Passage"
"Balderson","Republican","Ohio","Yea","S. J. Res. 38","On Passage"
"Balint","Democratic","Vermont","Nay","S. J. Res. 38","On Passage"
"Banks","Republican","Indiana","Yea","S. J. Res. 38","On Passage"
"Barr","Republican","Kentucky","Yea","S. J. Res. 38","On Passage"
"Barragán","Democratic","California","Nay","S. J. Res. 38","On Passage"
"Bean (FL)","Republican","Florida","Yea","S. J. Res. 38","On Passage"
"Beatty","Democratic","Ohio","Not Voting","S. J. Res. 38","On Passage"
"Bentz","Republican","Oregon","Yea","S. J. Res. 38","On Passage"
"Bera","Democratic","California","Nay","S. J. Res. 38","On Passage"
"Bergman","Republican","Michigan","Yea","S. J. Res. 38","On Passage"
"Beyer","Democratic","Virginia","Nay","S. J. Res. 38","On Passage"
"Bice","Republican","Oklahoma","Yea","S. J. Res. 38","On Passage"
"Biggs","Republican","Arizona","Yea","S. J. Res. 38","On Passage"
"Bilirakis","Republican","Florida","Yea","S. J. Res. 38","On Passage"
"Bishop (GA)","Democratic","Georgia","Nay","S. J. Res. 38","On Passage"
"Bishop (NC)","Republican","North Carolina","Yea","S. J. Res. 38","On Passage"
"Blumenauer","Democratic","Oregon","Nay","S. J. Res. 38","On Passage"
"Blunt Rochester","Democratic","Delaware","Not Voting","S. J. Res. 38","On Passage"
"Boebert","Republican","Colorado","Not Voting","S. J. Res. 38","On Passage"
"Bonamici","Democratic","Oregon","Nay","S. J. Res. 38","On Passage"
"Bost","Republican","Illinois","Yea","S. J. Res. 38","On Passage"
"Bowman","Democratic","New York","Nay","S. J. Res. 38","On Passage"
"Boyle (PA)","Democratic","Pennsylvania","Nay","S. J. Res. 38","On Passage"
"Brecheen","Republican","Oklahoma","Yea","S. J. Res. 38","On Passage"
"Brown","Democratic","Ohio","Nay","S. J. Res. 38","On Passage"
"Brownley","Democratic","California","Nay","S. J. Res. 38","On Passage"
"Buchanan","Republican","Florida","Yea","S. J. Res. 38","On Passage"
"Buck","Republican","Colorado","Not Voting","S. J. Res. 38","On Passage"
"Bucshon","Republican","Indiana","Yea","S. J. Res. 38","On Passage"
"Budzinski","Democratic","Illinois","Nay","S. J. Res. 38","On Passage"
"Burchett","Republican","Tennessee","Yea","S. J. Res. 38","On Passage"
"Burgess","Republican","Texas","Yea","S. J. Res. 38","On Passage"
"Burlison","Republican","Missouri","Yea","S. J. Res. 38","On Passage"
"Bush","Democratic","Missouri","Nay","S. J. Res. 38","On Passage"
"Calvert","Republican","California","Yea","S. J. Res. 38","On Passage"
"Cammack","Republican","Florida","Yea","S. J. Res. 38","On Passage"
"Caraveo","Democratic","Colorado","Nay","S. J. Res. 38","On Passage"
"Carbajal","Democratic","California","Nay","S. J. Res. 38","On Passage"
"Cárdenas","Democratic","California","Not Voting","S. J. Res. 38","On Passage"
"Carey","Republican","Ohio","Yea","S. J. Res. 38","On Passage"
"Carl","Republican","Alabama","Yea","S. J. Res. 38","On Passage"
"Carson","Democratic","Indiana","Nay","S. J. Res. 38","On Passage"
"Carter (GA)","Republican","Georgia","Yea","S. J. Res. 38","On Passage"
"Carter (LA)","Democratic","Louisiana","Not Voting","S. J. Res. 38","On Passage"
"Carter (TX)","Republican","Texas","Yea","S. J. Res. 38","On Passage"
"Cartwright","Democratic","Pennsylvania","Not Voting","S. J. Res. 38","On Passage"
"Casar","Democratic","Texas","Nay","S. J. Res. 38","On Passage"
"Case","Democratic","Hawaii","Nay","S. J. Res. 38","On Passage"
"Casten","Democratic","Illinois","Nay","S. J. Res. 38","On Passage"
"Castor (FL)","Democratic","Florida","Nay","S. J. Res. 38","On Passage"
"Castro (TX)","Democratic","Texas","Nay","S. J. Res. 38","On Passage"
"Chavez-DeRemer","Republican","Oregon","Yea","S. J. Res. 38","On Passage"
"Cherfilus-McCormick","Democratic","Florida","Nay","S. J. Res. 38","On Passage"
"Chu","Democratic","California","Nay","S. J. Res. 38","On Passage"
"Ciscomani","Republican","Arizona","Yea","S. J. Res. 38","On Passage"
"Clark (MA)","Democratic","Massachusetts","Nay","S. J. Res. 38","On Passage"
"Clarke (NY)","Democratic","New York","Nay","S. J. Res. 38","On Passage"
"Cleaver","Democratic","Missouri","Nay","S. J. Res. 38","On Passage"
"Cline","Republican","Virginia","Yea","S. J. Res. 38","On Passage"
"Cloud","Republican","Texas","Yea","S. J. Res. 38","On Passage"
"Clyburn","Democratic","South Carolina","Nay","S. J. Res. 38","On Passage"
"Clyde","Republican","Georgia","Yea","S. J. Res. 38","On Passage"
"Cohen","Democratic","Tennessee","Nay","S. J. Res. 38","On Passage"
"Cole","Republican","Oklahoma","Yea","S. J. Res. 38","On Passage"
"Collins","Republican","Georgia","Yea","S. J. Res. 38","On Passage"
"Comer","Republican","Kentucky","Yea","S. J. Res. 38","On Passage"
"Connolly","Democratic","Virginia","Nay","S. J. Res. 38","On Passage"
"Correa","Democratic","California","Nay","S. J. Res. 38","On Passage"
"Costa","Democratic","California","Nay","S. J. Res. 38","On Passage"
"Courtney","Democratic","Connecticut","Nay","S. J. Res. 38","On Passage"
"Craig","Democratic","Minnesota","Nay","S. J. Res. 38","On Passage"
"Crane","Republican","Arizona","Yea","S. J. Res. 38","On Passage"
"Crawford","Republican","Arkansas","Not Voting","S. J. Res. 38","On Passage"
"Crenshaw","Republican","Texas","Yea","S. J. Res. 38","On Passage"
"Crockett","Democratic","Texas","Nay","S. J. Res. 38","On Passage"
"Crow","Democratic","Colorado","Nay","S. J. Res. 38","On Passage"
"Cuellar","Democratic","Texas","Nay","S. J. Res. 38","On Passage"
"Curtis","Republican","Utah","Yea","S. J. Res. 38","On Passage"
"D'Esposito","Republican","New York","Yea","S. J. Res. 38","On Passage"
"Davids (KS)","Democratic","Kansas","Nay","S. J. Res. 38","On Passage"
"Davidson","Republican","Ohio","Yea","S. J. Res. 38","On Passage"
"Davis (IL)","Democratic","Illinois","Nay","S. J. Res. 38","On Passage"
"Davis (NC)","Democratic","North Carolina","Yea","S. J. Res. 38","On Passage"
"De La Cruz","Republican","Texas","Yea","S. J. Res. 38","On Passage"
"Dean (PA)","Democratic","Pennsylvania","Nay","S. J. Res. 38","On Passage"
"DeGette","Democratic","Colorado","Nay","S. J. Res. 38","On Passage"
"DeLauro","Democratic","Connecticut","Nay","S. J. Res. 38","On Passage"
"DelBene","Democratic","Washington","Nay","S. J. Res. 38","On Passage"
"Deluzio","Democratic","Pennsylvania","Nay","S. J. Res. 38","On Passage"
"DeSaulnier","Democratic","California","Nay","S. J. Res. 38","On Passage"
"DesJarlais","Republican","Tennessee","Yea","S. J. Res. 38","On Passage"
"Diaz-Balart","Republican","Florida","Yea","S. J. Res. 38","On Passage"
"Dingell","Democratic","Michigan","Nay","S. J. Res. 38","On Passage"
"Doggett","Democratic","Texas","Nay","S. J. Res. 38","On Passage"
"Donalds","Republican","Florida","Yea","S. J. Res. 38","On Passage"
"Duarte","Republican","California","Yea","S. J. Res. 38","On Passage"
"Duncan","Republican","South Carolina","Yea","S. J. Res. 38","On Passage"
"Dunn (FL)","Republican","Florida","Yea","S. J. Res. 38","On Passage"
"Edwards","Republican","North Carolina","Yea","S. J. Res. 38","On Passage"
"Ellzey","Republican","Texas","Yea","S. J. Res. 38","On Passage"
"Emmer","Republican","Minnesota","Yea","S. J. Res. 38","On Passage"
"Escobar","Democratic","Texas","Nay","S. J. Res. 38","On Passage"
"Eshoo","Democratic","California","Nay","S. J. Res. 38","On Passage"
"Espaillat","Democratic","New York","Nay","S. J. Res. 38","On Passage"
"Estes","Republican","Kansas","Yea","S. J. Res. 38","On Passage"
"Evans","Democratic","Pennsylvania","Nay","S. J. Res. 38","On Passage"
"Ezell","Republican","Mississippi","Yea","S. J. Res. 38","On Passage"
"Fallon","Republican","Texas","Yea","S. J. Res. 38","On Passage"
"Feenstra","Republican","Iowa","Yea","S. J. Res. 38","On Passage"
"Ferguson","Republican","Georgia","Yea","S. J. Res. 38","On Passage"
"Finstad","Republican","Minnesota","Yea","S. J. Res. 38","On Passage"
"Fischbach","Republican","Minnesota","Yea","S. J. Res. 38","On Passage"
"Fitzgerald","Republican","Wisconsin","Yea","S. J. Res. 38","On Passage"
"Fitzpatrick","Republican","Pennsylvania","Nay","S. J. Res. 38","On Passage"
"Fleischmann","Republican","Tennessee","Yea","S. J. Res. 38","On Passage"
"Fletcher","Democratic","Texas","Nay","S. J. Res. 38","On Passage"
"Flood","Republican","Nebraska","Yea","S. J. Res. 38","On Passage"
"Foster","Democratic","Illinois","Nay","S. J. Res. 38","On Passage"
"Foushee","Democratic","North Carolina","Nay","S. J. Res. 38","On Passage"
"Foxx","Republican","North Carolina","Yea","S. J. Res. 38","On Passage"
"Frankel, Lois","Democratic","Florida","Nay","S. J. Res. 38","On Passage"
"Franklin, Scott","Republican","Florida","Yea","S. J. Res. 38","On Passage"
"Frost","Democratic","Florida","Nay","S. J. Res. 38","On Passage"
"Fry","Republican","South Carolina","Yea","S. J. Res. 38","On Passage"
"Fulcher","Republican","Idaho","Yea","S. J. Res. 38","On Passage"
"Gaetz","Republican","Florida","Yea","S. J. Res. 38","On Passage"
"Gallagher","Republican","Wisconsin","Yea","S. J. Res. 38","On Passage"
"Gallego","Democratic","Arizona","Nay","S. J. Res. 38","On Passage"
"Garamendi","Democratic","California","Nay","S. J. Res. 38","On Passage"
"Garbarino","Republican","New York","Yea","S. J. Res. 38","On Passage"
"García (IL)","Democratic","Illinois","Nay","S. J. Res. 38","On Passage"
"Garcia (TX)","Democratic","Texas","Nay","S. J. Res. 38","On Passage"
"Garcia, Mike","Republican","California","Yea","S. J. Res. 38","On Passage"
"Garcia, Robert","Democratic","California","Nay","S. J. Res. 38","On Passage"
"Gimenez","Republican","Florida","Yea","S. J. Res. 38","On Passage"
"Golden (ME)","Democratic","Maine","Yea","S. J. Res. 38","On Passage"
"Goldman (NY)","Democratic","New York","Nay","S. J. Res. 38","On Passage"
"Gomez","Democratic","California","Nay","S. J. Res. 38","On Passage"
"Gonzales, Tony","Republican","Texas","Yea","S. J. Res. 38","On Passage"
"Gonzalez, Vicente","Democratic","Texas","Nay","S. J. Res. 38","On Passage"
"Good (VA)","Republican","Virginia","Yea","S. J. Res. 38","On Passage"
"Gooden (TX)","Republican","Texas","Yea","S. J. Res. 38","On Passage"
"Gosar","Republican","Arizona","Not Voting","S. J. Res. 38","On Passage"
"Gottheimer","Democratic","New Jersey","Nay","S. J. Res. 38","On Passage"
"Granger","Republican","Texas","Yea","S. J. Res. 38","On Passage"
"Graves (LA)","Republican","Louisiana","Yea","S. J. Res. 38","On Passage"
"Graves (MO)","Republican","Missouri","Yea","S. J. Res. 38","On Passage"
"Green (TN)","Republican","Tennessee","Yea","S. J. Res. 38","On Passage"
"Green, Al (TX)","Democratic","Texas","Nay","S. J. Res. 38","On Passage"
"Greene (GA)","Republican","Georgia","Yea","S. J. Res. 38","On Passage"
"Griffith","Republican","Virginia","Yea","S. J. Res. 38","On Passage"
"Grijalva","Democratic","Arizona","Nay","S. J. Res. 38","On Passage"
"Grothman","Republican","Wisconsin","Yea","S. J. Res. 38","On Passage"
"Guest","Republican","Mississippi","Yea","S. J. Res. 38","On Passage"
"Guthrie","Republican","Kentucky","Yea","S. J. Res. 38","On Passage"
"Hageman","Republican","Wyoming","Yea","S. J. Res. 38","On Passage"
"Harder (CA)","Democratic","California","Nay","S. J. Res. 38","On Passage"
"Harris","Republican","Maryland","Yea","S. J. Res. 38","On Passage"
"Harshbarger","Republican","Tennessee","Yea","S. J. Res. 38","On Passage"
"Hayes","Democratic","Connecticut","Nay","S. J. Res. 38","On Passage"
"Hern","Republican","Oklahoma","Yea","S. J. Res. 38","On Passage"
"Higgins (LA)","Republican","Louisiana","Not Voting","S. J. Res. 38","On Passage"
"Higgins (NY)","Democratic","New York","Nay","S. J. Res. 38","On Passage"
"Hill","Republican","Arkansas","Yea","S. J. Res. 38","On Passage"
"Himes","Democratic","Connecticut","Nay","S. J. Res. 38","On Passage"
"Hinson","Republican","Iowa","Not Voting","S. J. Res. 38","On Passage"
"Horsford","Democratic","Nevada","Nay","S. J. Res. 38","On Passage"
"Houchin","Republican","Indiana","Yea","S. J. Res. 38","On Passage"
"Houlahan","Democratic","Pennsylvania","Nay","S. J. Res. 38","On Passage"
"Hoyer","Democratic","Maryland","Nay","S. J. Res. 38","On Passage"
"Hoyle (OR)","Democratic","Oregon","Nay","S. J. Res. 38","On Passage"
"Hudson","Republican","North Carolina","Yea","S. J. Res. 38","On Passage"
"Huffman","Democratic","California","Nay","S. J. Res. 38","On Passage"
"Huizenga","Republican","Michigan","Yea","S. J. Res. 38","On Passage"
"Hunt","Republican","Texas","Yea","S. J. Res. 38","On Passage"
"Issa","Republican","California","Yea","S. J. Res. 38","On Passage"
"Ivey","Democratic","Maryland","Nay","S. J. Res. 38","On Passage"
"Jackson (IL)","Democratic","Illinois","Nay","S. J. Res. 38","On Passage"
"Jackson (NC)","Democratic","North Carolina","Nay","S. J. Res. 38","On Passage"
"Jackson (TX)","Republican","Texas","Yea","S. J. Res. 38","On Passage"
"Jackson Lee","Democratic","Texas","Nay","S. J. Res. 38","On Passage"
"Jacobs","Democratic","California","Nay","S. J. Res. 38","On Passage"
"James","Republican","Michigan","Yea","S. J. Res. 38","On Passage"
"Jayapal","Democratic","Washington","Nay","S. J. Res. 38","On Passage"
"Jeffries","Democratic","New York","Not Voting","S. J. Res. 38","On Passage"
"Johnson (GA)","Democratic","Georgia","Nay","S. J. Res. 38","On Passage"
"Johnson (LA)","Republican","Louisiana","Yea","S. J. Res. 38","On Passage"
"Johnson (OH)","Republican","Ohio","Yea","S. J. Res. 38","On Passage"
"Johnson (SD)","Republican","South Dakota","Yea","S. J. Res. 38","On Passage"
"Jordan","Republican","Ohio","Yea","S. J. Res. 38","On Passage"
"Joyce (OH)","Republican","Ohio","Yea","S. J. Res. 38","On Passage"
"Joyce (PA)","Republican","Pennsylvania","Yea","S. J. Res. 38","On Passage"
"Kamlager-Dove","Democratic","California","Nay","S. J. Res. 38","On Passage"
"Kaptur","Democratic","Ohio","Nay","S. J. Res. 38","On Passage"
"Kean (NJ)","Republican","New Jersey","Yea","S. J. Res. 38","On Passage"
"Keating","Democratic","Massachusetts","Nay","S. J. Res. 38","On Passage"
"Kelly (IL)","Democratic","Illinois","Not Voting","S. J. Res. 38","On Passage"
"Kelly (MS)","Republican","Mississippi","Yea","S. J. Res. 38","On Passage"
"Kelly (PA)","Republican","Pennsylvania","Yea","S. J. Res. 38","On Passage"
"Khanna","Democratic","California","Nay","S. J. Res. 38","On Passage"
"Kiggans (VA)","Republican","Virginia","Yea","S. J. Res. 38","On Passage"
"Kildee","Democratic","Michigan","Nay","S. J. Res. 38","On Passage"
"Kiley","Republican","California","Yea","S. J. Res. 38","On Passage"
"Kilmer","Democratic","Washington","Nay","S. J. Res. 38","On Passage"
"Kim (CA)","Republican","California","Yea","S. J. Res. 38","On Passage"
"Kim (NJ)","Democratic","New Jersey","Not Voting","S. J. Res. 38","On Passage"
"Krishnamoorthi","Democratic","Illinois","Nay","S. J. Res. 38","On Passage"
"Kuster","Democratic","New Hampshire","Not Voting","S. J. Res. 38","On Passage"
"Kustoff","Republican","Tennessee","Yea","S. J. Res. 38","On Passage"
"LaHood","Republican","Illinois","Yea","S. J. Res. 38","On Passage"
"LaLota","Republican","New York","Yea","S. J. Res. 38","On Passage"
"LaMalfa","Republican","California","Yea","S. J. Res. 38","On Passage"
"Lamborn","Republican","Colorado","Yea","S. J. Res. 38","On Passage"
"Landsman","Democratic","Ohio","Nay","S. J. Res. 38","On Passage"
"Langworthy","Republican","New York","Not Voting","S. J. Res. 38","On Passage"
